theta
-0.0684116
-0.0700606
-0.0692692
-0.0684748
-0.0761316
-0.0673656
-0.0759908
-0.0719642
-0.0788326
-0.06959
-0.0776932
-0.0720306
-0.0826083
-0.0804562
-0.0858992
-0.0853734
-0.0785418
-0.0885528
-0.0758505
-0.0874953
-0.0742129
-0.0757107
-0.0692692
-0.0724312
-0.0703195
-0.0700606
-0.07917
-0.070849
-0.0766304
-0.0863767
-0.0722303
-0.0706457
-0.080382
-0.0623608
-0.0654495
-0.0707114
-0.0713075
-0.0718319
-0.075502
-0.0771944
-0.0709141
-0.0792428
-0.0715058
-0.0654495
-0.0724312
-0.0750676
-0.0692692
-0.0711759
-0.0819949
-0.0745162
-0.0781258
-0.0781096
-0.074929
-0.0695256
-0.0707771
-0.0725657
-0.0716386
-0.0739045
-0.078344
-0.0748599
-0.0694614
-0.0764894
-0.080234
-0.0873349
-0.0970313
-0.0956482
-0.0912492
-0.0904071
-0.0853734
-0.0916748
-0.090235
-0.0946881
-0.086217
-0.0940785
-0.0853734
-0.0813963
-0.0721636
-0.0797561
-0.075641
-0.088757
-0.0813769
-0.0713075
-0.0741816
-0.074929
-0.0640387
-0.0621298
-0.0661963
-0.0620671
-0.0717659
-0.0785418
-0.0880616
-0.0747909
-0.0771944
-0.0828358
-0.0826083
-0.0694614
-0.0764149
-0.0687926
-0.0736981
-0.0606731
-0.0795353
-0.0741442
-0.0730181
-0.0831412
-0.0748599
-0.0749982
-0.0746532
-0.0663843
-0.0741442
-0.0717719
-0.0647243
-0.0591354
-0.0688565
-0.0588638
-0.0698677
-0.073939
-0.0702546
-0.0731531
-0.0738029
-0.0734246
-0.0707771
-0.0732208
-0.0767719
-0.0721636
-0.0712416
-0.0719642
-0.0676148
-0.0767719
-0.0736672
-0.0643086
-0.0631131
-0.0653446
-0.0653275
-0.0770564
-0.0649041
-0.061777
-0.0687288
-0.0669389
-0.0592996
-0.0600018
-0.0562656
-0.0533563
-0.0589721
-0.0693331
-0.0632303
-0.0632303
-0.0600572
-0.0596863
-0.0603356
-0.0643968
-0.0636259
-0.0734246
-0.0714395
-0.0730181
-0.0567888
-0.0612615
-0.0704496
-0.0767719
-0.0723641
-0.0740757
-0.0777649
-0.0674277
-0.0797205
-0.0744196
-0.073735
-0.07755
-0.075502
-0.0674899
-0.0666913
-0.0704496
-0.0621298
-0.0723641
-0.075641
-0.064844
-0.0727496
-0.0713726
-0.0692692
-0.0715721
-0.0704496
-0.0724312
-0.0686651
-0.0701251
-0.0681599
-0.0616728
-0.0621874
-0.0724312
-0.0724984
-0.0674277
-0.0507881
-0.0684116
-0.0656463
-0.0584834
-0.0588106
-0.0655253
-0.0691133
-0.0563175
-0.0616617
-0.0614324
-0.0629963
-0.0621874
-0.0655253
-0.066258
-0.0683485
-0.081452
-0.0730181
-0.0678029
-0.0835261
-0.0743506
-0.0813019
-0.0839061
-0.0693972
-0.0767011
-0.064844
-0.0734928
-0.0722845
-0.0668115
-0.0698677
-0.0743114
-0.0687288
-0.0656463
-0.0745846
-0.0638611
-0.0713075
-0.0676148
-0.0652846
-0.0687288
-0.0737667
-0.0676148
-0.0697192
-0.0729508
-0.0676774
-0.0714395
-0.0653884
-0.0609789
-0.0618434
-0.0587011
-0.065465
-0.0686651
-0.0610916
-0.0677401
-0.0608105
-0.0647841
-0.0649041
-0.0682855
-0.0647841
-0.0636846
-0.0602239
-0.064605
-0.0617296
-0.0637632
-0.0668769
-0.0653275
-0.0677401
-0.0621874
-0.0639202
-0.0601683
-0.0707771
-0.0606988
-0.0679289
-0.0676774
-0.0584834
-0.0605602
-0.0510235
-0.0563175
-0.0601683
-0.0608665
-0.0553451
-0.0588638
-0.0679289
-0.0635674
-0.0689847
-0.0686016
-0.0677401
-0.0663232
-0.0684116
-0.0785418
-0.0734928
-0.0713734
-0.0774872
-0.069784
-0.0631131
-0.0761393
-0.0722185
-0.0783972
-0.080234
-0.0805305
-0.077053
-0.0803079
-0.0717719
-0.0730855
-0.0761316
-0.0689847
-0.0759206
-0.0725657
-0.0686016
-0.0824496
-0.0783972
-0.0732886
-0.0793157
-0.0705802
-0.0711102
-0.0689847
-0.0815273
-0.0719728
-0.0756978
-0.0759908
-0.0734246
-0.0800866
-0.0831412
-0.0815273
-0.0924144
-0.0849018
-0.0724984
-0.0752067
-0.0722303
-0.0705802
-0.0819059
-0.0698489
-0.0747909
-0.0743795
-0.0842938
-0.0747909
-0.0730855
-0.073532
-0.0764192
-0.0728363
-0.0623608
-0.0746971
-0.0711076
-0.06959
-0.0683485
-0.0745846
-0.0701251
-0.0793157
-0.080234
-0.0790248
-0.0659507
-0.0759206
-0.0779089
-0.0728363
-0.0666297
-0.0715058
-0.0744888
-0.0674899
-0.0811523
-0.0681599
-0.0680973
-0.0751371
-0.0717052
-0.0730181
-0.0705149
-0.0719728
-0.0714395
-0.0674277
-0.0759908
-0.0778241
-0.0685381
-0.0810032
-0.0784694
-0.073735
-0.076279
-0.0727008
-0.0781984
-0.0734928
-0.0778369
-0.0783972
-0.080382
-0.0795353
-0.0764894
-0.07983
-0.0767011
-0.0789788
-0.0831412
-0.0731531
-0.0678029
-0.0757107
-0.0724312
-0.0735995
-0.0766304
-0.0806795
-0.0676148
-0.0744478
-0.0650245
-0.0699962
-0.076273
-0.0724312
-0.0797561
-0.0736672
-0.0714395
-0.0735611
-0.0720306
-0.0709751
-0.0801603
-0.0709089
-0.0658388
-0.0735611
-0.079462
-0.0741442
-0.0715032
-0.0712416
-0.0723641
-0.0810777
-0.0767011
-0.0736672
-0.075641
-0.0670635
-0.0715721
-0.0781984
-0.0713075
-0.0760612
-0.0860578
-0.0852944
-0.0863767
-0.0774073
-0.0842159
-0.0823735
-0.0829094
-0.0742817
-0.0734246
-0.0885528
-0.0778369
-0.0638611
-0.0783251
-0.0773362
-0.0796824
-0.0807542
-0.0848237
-0.0748599
-0.0742817
-0.0722972
-0.0842938
-0.0781096
-0.0843717
-0.0899133
-0.0941651
-0.0965622
-0.0934193
-0.0867787
-0.0928422
-0.0877371
-0.102324
-0.081452
-0.081227
-0.0769851
-0.0856111
-0.0796088
-0.0590265
-0.0709794
-0.0651053
-0.0790248
-0.0779811
-0.0738029
-0.0757233
